gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,pass_through,truncated_by_depth,pagerank,betweenness,seed_neighbors
100000005852946100,peripheral,0.25,2,0.1302,"слабый сток in_deg=1, 23,746 KZT (ниже порога terminal)",1,False,1,0,23746.0,0.0,0.0,False,0.0002903241085734075,0.0,1
100000001530983100,distributor,0.544,3,0.5279,"веер на 11 получателей (1,829,538 KZT), in_deg=4",1,False,4,11,564158.0,1829538.0,3.24295321523403,False,0.0003560903099917636,0.0002867184939571155,2
100000008221543100,terminal,0.4942,15,0.2945,"деньги приходят (in_deg=2, 542,000 KZT) и не уходят; depth=1≠4",1,False,2,0,542000.0,0.0,0.0,False,0.00037148464522539806,0.0,1
100000001937767100,peripheral,0.15,14,0.1458,нет выраженных признаков роли,1,False,1,4,53000.0,1933000.0,36.471698113207545,False,0.0008921392815659775,4.5573775819030105e-05,1
100000002462183100,terminal,0.4308,38,0.2858,"деньги приходят (in_deg=1, 107,500 KZT) и не уходят; depth=1≠4",1,False,1,0,107500.0,0.0,0.0,False,0.0003802620893515455,0.0,1
100000001805543100,peripheral,0.25,3,0.1304,"слабый сток in_deg=1, 59,000 KZT (ниже порога terminal)",1,False,1,0,59000.0,0.0,0.0,False,0.000291912859375364,0.0,1
100000002606567100,peripheral,0.15,1,0.1212,нет выраженных признаков роли,1,False,1,1,14095.0,53000.0,3.7601986520042567,False,0.0002882142551220169,1.922024458454748e-05,1
100000007281639100,terminal,0.4617,3,0.2888,"деньги приходят (in_deg=2, 216,770 KZT) и не уходят; depth=1≠4",1,False,2,0,216770.0,0.0,0.0,False,0.0003235711404553914,0.0,1
100000002991079100,peripheral,0.15,3,0.1249,нет выраженных признаков роли,1,False,2,1,148900.0,11000.0,0.07387508394895903,False,0.0003951739742726755,1.981468513870874e-05,1
100000002847207100,peripheral,0.25,2,0.1304,"слабый сток in_deg=1, 46,243 KZT (ниже порога terminal)",1,False,1,0,46243.0,0.0,0.0,False,0.0002948288276237545,0.0,1
100000000011452100,peripheral,0.15,1,0.1276,нет выраженных признаков роли,1,False,3,1,110000.0,16685.0,0.1516818181818182,False,0.00047686402523264835,0.0,1
100000003148220100,peripheral,0.15,53,0.1367,нет выраженных признаков роли,1,False,1,2,5650.0,43400.0,7.68141592920354,False,0.0009182428014100991,3.962937027741748e-07,1
100000002479804100,peripheral,0.15,2,0.1223,нет выраженных признаков роли,1,False,1,2,46000.0,35300.0,0.7673913043478261,False,0.0002969663269488756,1.7833216624837866e-06,1
100000008745489100,peripheral,0.25,0,0.1305,"слабый сток in_deg=1, 55,539 KZT (ниже порога terminal)",1,False,1,0,55539.0,0.0,0.0,False,0.00029722627976227914,0.0,1
100000002289937100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 20,000 KZT (ниже порога terminal)",1,False,1,0,20000.0,0.0,0.0,False,0.0002897670599476747,0.0,1
100000004679953100,coordinator,0.88,6,0.5825,"связей с seed=1, betweenness=0.0003, in=3/out=3",1,False,3,3,343538.0,34100.0,0.09926121709970949,False,0.0003342675529915229,0.00028533146599740586,1
100000003066385100,terminal,0.442,1,0.2853,"деньги приходят (in_deg=2, 20,000 KZT) и не уходят; depth=1≠4",1,False,2,0,20000.0,0.0,0.0,False,0.0002915397416936575,0.0,1
100000008744849100,peripheral,0.25,0,0.1304,"слабый сток in_deg=1, 44,445 KZT (ниже порога terminal)",1,False,1,0,44445.0,0.0,0.0,False,0.0002948977791116356,0.0,1
100000005093521100,peripheral,0.25,2,0.1301,"слабый сток in_deg=1, 15,200 KZT (ниже порога terminal)",1,False,1,0,15200.0,0.0,0.0,False,0.0002886128880104762,0.0,1
100000006518161100,transit,0.7494,3,0.3806,"pass-through=1.00: in=594,200 → out=595,899 KZT",1,False,3,2,594200.0,595899.0,1.002859306630764,False,0.0008108053328700473,5.785888060502952e-05,1
100000001126374100,peripheral,0.15,1,0.1258,нет выраженных признаков роли,1,False,4,2,182500.0,29200.0,0.16,False,0.00031350041044900446,3.923307657464331e-05,1
100000004509286100,peripheral,0.25,2,0.1304,"слабый сток in_deg=1, 40,000 KZT (ниже порога terminal)",1,False,1,0,40000.0,0.0,0.0,False,0.00029357875156777743,0.0,1
100000005056870100,peripheral,0.25,38,0.1305,"слабый сток in_deg=1, 20,000 KZT (ниже порога terminal)",1,False,1,0,20000.0,0.0,0.0,False,0.00030318655842831557,0.0,1
100000008708368100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 23,677 KZT (ниже порога terminal)",1,False,1,0,23677.0,0.0,0.0,False,0.0002905388191772057,0.0,1
100000005895525100,terminal,0.432,38,0.2862,"деньги приходят (in_deg=1, 120,000 KZT) и не уходят; depth=1≠4",1,False,1,0,120000.0,0.0,0.0,False,0.0003912728794834355,0.0,1
100000008716773100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 15,677 KZT (ниже порога terminal)",1,False,1,0,15677.0,0.0,0.0,False,0.0002888597128850524,0.0,1
100000002778085100,peripheral,0.25,3,0.1305,"слабый сток in_deg=1, 66,208 KZT (ниже порога terminal)",1,False,1,0,66208.0,0.0,0.0,False,0.00029268784950518416,0.0,1
100000007055802100,consolidator,0.8202,1,0.584,"получает от 6 плательщиков (2,024,999 KZT), отдаёт 1 (605,000 KZT)",1,False,6,1,2024999.0,605000.0,0.29876557963732325,False,0.0011819243661223139,0.0,1
100000003071930100,peripheral,0.15,7,0.126,нет выраженных признаков роли,1,False,3,1,477610.0,5000.0,0.010468792529469651,False,0.0003483674806474184,4.279971989961088e-05,1
100000002941114100,peripheral,0.15,8,0.158,нет выраженных признаков роли,1,False,2,1,128510.0,15000.0,0.11672243405182477,False,0.0018146321453408269,2.0607272544257092e-05,1
100000003888271100,peripheral,0.15,40,0.122,нет выраженных признаков роли,1,False,1,2,12177.0,25590.0,2.10150283321015,False,0.00029138632108583054,3.962937027741748e-07,1
100000007507343100,terminal,0.457,47,0.2956,"деньги приходят (in_deg=1, 370,000 KZT) и не уходят; depth=1≠4",1,False,1,0,370000.0,0.0,0.0,False,0.0006416178761806935,0.0,1
100000008002020100,peripheral,0.15,10,0.1215,нет выраженных признаков роли,1,False,1,1,73860.0,17000.0,0.23016517736257786,False,0.00029782673449048905,1.5851748110966993e-06,1
100000001872484100,peripheral,0.15,52,0.1748,нет выраженных признаков роли,1,False,1,3,871400.0,514580.0,0.5905210006885472,False,0.002273978764924576,5.944405541612623e-07,1
100000008769636100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 23,118 KZT (ниже порога terminal)",1,False,1,0,23118.0,0.0,0.0,False,0.0002904214916250415,0.0,1
100000004135268100,transit,0.7115,47,0.4029,"pass-through=0.81: in=1,239,000 → out=1,000,200 KZT",1,False,2,3,1239000.0,1000200.0,0.8072639225181598,False,0.001740527342257777,1.1888811083225246e-06,1
100000005316708100,peripheral,0.15,5,0.1534,нет выраженных признаков роли,1,False,1,2,90000.0,257500.0,2.861111111111111,False,0.00029769061939855147,1.5851748110966993e-06,2
100000008671929100,peripheral,0.25,2,0.1307,"слабый сток in_deg=1, 75,000 KZT (ниже порога terminal)",1,False,1,0,75000.0,0.0,0.0,False,0.0003005870267494526,0.0,1
100000005287097100,coordinator,0.96,3,0.6258,"связей с seed=2, betweenness=0.0005, in=2/out=9",1,False,2,9,127173.0,697300.0,5.483082100760382,False,0.0003027074338818198,0.0004644562196513329,2
100000007283257100,terminal,0.4392,59,0.2872,"деньги приходят (in_deg=1, 192,000 KZT) и не уходят; depth=1≠4",1,False,1,0,192000.0,0.0,0.0,False,0.0003890688456836108,0.0,1
100000004847758100,distributor,0.56,1,0.5242,"веер на 15 получателей (488,800 KZT), in_deg=4",1,False,4,15,115171.0,488800.0,4.244123954815014,False,0.000304742248346785,0.0015080956859071222,2
100000008737422100,peripheral,0.25,0,0.1307,"слабый сток in_deg=1, 76,903 KZT (ниже порога terminal)",1,False,1,0,76903.0,0.0,0.0,False,0.0003017103331154745,0.0,1
100000008555918100,peripheral,0.15,2,0.1231,нет выраженных признаков роли,1,False,1,2,139211.0,43300.0,0.3110386391879952,False,0.0003134444083977538,4.755524433290098e-05,1
100000008094734100,terminal,0.5036,1,0.3253,"деньги приходят (in_deg=4, 236,249 KZT) и не уходят; depth=1≠4",1,False,4,0,236249.0,0.0,0.0,False,0.00034413600318898433,0.0,2
100000006952718100,peripheral,0.25,3,0.1305,"слабый сток in_deg=1, 71,489 KZT (ниже порога terminal)",1,False,1,0,71489.0,0.0,0.0,False,0.0002932556523458584,0.0,1
100000005339662100,peripheral,0.15,3,0.19,нет выраженных признаков роли,1,False,4,4,202939.0,295160.0,1.4544271924075707,False,0.0016567441326948069,8.777905516447973e-05,2
100000001716579100,peripheral,0.25,0,0.1301,"слабый сток in_deg=1, 13,916 KZT (ниже порога terminal)",1,False,1,0,13916.0,0.0,0.0,False,0.00028849009961249216,0.0,1
100000002774456100,peripheral,0.25,8,0.1304,"слабый сток in_deg=1, 50,363 KZT (ниже порога terminal)",1,False,1,0,50363.0,0.0,0.0,False,0.0002932078592715323,0.0,1
100000004394765100,coordinator,0.8343,3,0.6394,"связей с seed=3, betweenness=0.0000, in=3/out=2",1,False,3,2,603844.0,82500.0,0.13662469114539516,False,0.0003802754591116212,3.051461511361146e-05,3
100000004004621100,terminal,0.4675,13,0.2891,"деньги приходят (in_deg=3, 75,389 KZT) и не уходят; depth=1≠4",1,False,3,0,75389.0,0.0,0.0,False,0.0003007744031334778,0.0,1
100000000907277100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 17,534 KZT (ниже порога terminal)",1,False,1,0,17534.0,0.0,0.0,False,0.0002892494754331185,0.0,1
100000003835149100,peripheral,0.15,25,0.1467,нет выраженных признаков роли,1,False,1,2,248500.0,4600440.0,18.512837022132796,False,0.0004889016554646486,1.7833216624837866e-06,1
100000004254434100,peripheral,0.25,0,0.1304,"слабый сток in_deg=1, 44,445 KZT (ниже порога terminal)",1,False,1,0,44445.0,0.0,0.0,False,0.0002948977791116356,0.0,1
100000003635170100,coordinator,0.88,8,0.6029,"связей с seed=1, betweenness=0.0002, in=3/out=4",1,False,3,4,268500.0,253500.0,0.9441340782122905,False,0.0011481911115018496,0.00018804136196634596,1
100000006687202100,peripheral,0.25,1,0.1304,"слабый сток in_deg=1, 50,000 KZT (ниже порога terminal)",1,False,1,0,50000.0,0.0,0.0,False,0.0002949519153763032,0.0,1
100000006030946100,peripheral,0.25,0,0.1307,"слабый сток in_deg=1, 73,289 KZT (ниже порога terminal)",1,False,1,0,73289.0,0.0,0.0,False,0.00030095179684799426,0.0,1
100000002615479100,terminal,0.442,7,0.2857,"деньги приходят (in_deg=1, 220,000 KZT) и не уходят; depth=1≠4",1,False,1,0,220000.0,0.0,0.0,False,0.0003091958284673856,0.0,1
100000002952631100,peripheral,0.25,3,0.1303,"слабый сток in_deg=1, 48,050 KZT (ниже порога terminal)",1,False,1,0,48050.0,0.0,0.0,False,0.0002907355366892472,0.0,1
100000002890167100,terminal,0.4318,3,0.284,"деньги приходят (in_deg=1, 118,150 KZT) и не уходят; depth=1≠4",1,False,1,0,118150.0,0.0,0.0,False,0.00029827255224146554,0.0,1
100000008687671100,peripheral,0.25,0,0.1304,"слабый сток in_deg=1, 37,500 KZT (ниже порога terminal)",1,False,1,0,37500.0,0.0,0.0,False,0.00029344010496176005,0.0,1
100000000810551100,peripheral,0.15,2,0.1218,нет выраженных признаков роли,1,False,1,1,100000.0,7100.0,0.071,False,0.00030559293759350624,7.747541889235117e-05,1
100000008724279100,peripheral,0.25,3,0.1301,"слабый сток in_deg=1, 11,750 KZT (ниже порога terminal)",1,False,1,0,11750.0,0.0,0.0,False,0.0002868326313462297,0.0,1
100000002592567100,peripheral,0.15,3,0.1519,нет выраженных признаков роли,1,False,1,2,5297.0,48600.0,9.175004719652634,False,0.00028613881734682224,0.0013559189040418392,2
100000002670860100,terminal,0.485,11,0.2918,"деньги приходят (in_deg=2, 450,000 KZT) и не уходят; depth=1≠4",1,False,2,0,450000.0,0.0,0.0,False,0.00030894570400308145,0.0,1
100000002844897100,peripheral,0.25,7,0.1301,"слабый сток in_deg=1, 10,800 KZT (ниже порога terminal)",1,False,1,0,10800.0,0.0,0.0,False,0.0002867291422622962,0.0,1
100000007938486100,peripheral,0.25,0,0.1304,"слабый сток in_deg=1, 39,500 KZT (ниже порога terminal)",1,False,1,0,39500.0,0.0,0.0,False,0.00029385988153479833,0.0,1
100000008438656100,peripheral,0.15,2,0.1223,нет выраженных признаков роли,1,False,2,1,80000.0,5000.0,0.0625,False,0.0002973925274260617,2.377762216645049e-05,1
100000008304139100,distributor,0.596,2,0.541,"веер на 24 получателей (1,692,997 KZT), in_deg=4",1,False,4,24,189329.75,1692997.0,8.942054801213228,False,0.00031361800595865435,0.000886310866254442,2
100000002597003100,peripheral,0.15,1,0.1211,нет выраженных признаков роли,1,False,1,1,17700.0,11000.0,0.6214689265536724,False,0.0002888907421075817,1.922024458454748e-05,1
100000002830055100,peripheral,0.25,0,0.1301,"слабый сток in_deg=1, 14,000 KZT (ниже порога terminal)",1,False,1,0,14000.0,0.0,0.0,False,0.00028850773022855977,0.0,1
100000004299488100,consolidator,0.8405,1,0.5912,"получает от 6 плательщиков (1,749,000 KZT), отдаёт 2 (344,999 KZT)",1,False,6,2,1749000.0,344999.0,0.19725500285877645,False,0.0014621185934412485,1.9418391435934565e-05,1
100000002809568100,peripheral,0.25,1,0.1301,"слабый сток in_deg=1, 10,000 KZT (ниже порога terminal)",1,False,1,0,10000.0,0.0,0.0,False,0.00028744581844909387,0.0,1
100000004784224100,peripheral,0.15,25,0.1218,нет выраженных признаков роли,1,False,1,1,23500.0,100000.0,4.25531914893617,False,0.00030479790785637763,1.981468513870874e-07,1
100000003123296100,peripheral,0.25,10,0.1307,"слабый сток in_deg=1, 86,200 KZT (ниже порога terminal)",1,False,1,0,86200.0,0.0,0.0,False,0.0002998746198543025,0.0,1
100000004130144100,terminal,0.44,5,0.2851,"деньги приходят (in_deg=1, 200,000 KZT) и не уходят; depth=1≠4",1,False,1,0,200000.0,0.0,0.0,False,0.0002970377419674507,0.0,1
100000001253557100,consolidator,0.85,12,0.5558,"получает от 5 плательщиков (210,200 KZT), отдаёт 0 (0 KZT)",1,False,5,0,210200.0,0.0,0.0,False,0.00035106592298765426,0.0,1
100000008767925100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 17,144 KZT (ниже порога terminal)",1,False,1,0,17144.0,0.0,0.0,False,0.00028916761900137604,0.0,1
100000007181706100,terminal,0.4576,2,0.2881,"деньги приходят (in_deg=2, 176,272 KZT) и не уходят; depth=1≠4",1,False,2,0,176272.0,0.0,0.0,False,0.0003190664150355487,0.0,1
100000003366154100,peripheral,0.15,2,0.1249,нет выраженных признаков роли,1,False,1,3,125000.0,289170.0,2.31336,False,0.00031059884843755994,5.211262191480399e-05,1
100000007641183100,peripheral,0.25,3,0.1302,"слабый сток in_deg=1, 28,000 KZT (ниже порога terminal)",1,False,1,0,28000.0,0.0,0.0,False,0.0002885797997160378,0.0,1
100000008663007100,peripheral,0.25,0,0.1301,"слабый сток in_deg=1, 14,000 KZT (ниже порога terminal)",1,False,1,0,14000.0,0.0,0.0,False,0.00028850773022855977,0.0,1
100000007334196100,terminal,0.435,8,0.2847,"деньги приходят (in_deg=1, 150,002 KZT) и не уходят; depth=1≠4",1,False,1,0,150002.0,0.0,0.0,False,0.00030832012389912593,0.0,1
100000003873332100,coordinator,0.88,18,0.5803,"связей с seed=1, betweenness=0.0004, in=1/out=4",1,False,1,4,23468.0,286000.0,12.186807567751833,False,0.00028997312128448523,0.0003776678987437886,1
100000001550388100,peripheral,0.25,1,0.1304,"слабый сток in_deg=1, 50,000 KZT (ниже порога terminal)",1,False,1,0,50000.0,0.0,0.0,False,0.0002949519153763032,0.0,1
100000008718089100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 15,534 KZT (ниже порога terminal)",1,False,1,0,15534.0,0.0,0.0,False,0.00028882969886008015,0.0,1
100000008728457100,peripheral,0.25,8,0.1304,"слабый сток in_deg=1, 45,000 KZT (ниже порога terminal)",1,False,1,0,45000.0,0.0,0.0,False,0.00029239445211973647,0.0,1
100000004206046100,peripheral,0.25,3,0.1301,"слабый сток in_deg=1, 11,075 KZT (ниже порога terminal)",1,False,1,0,11075.0,0.0,0.0,False,0.0002867600566600992,0.0,1
100000006579678100,coordinator,0.88,3,0.5972,"связей с seed=1, betweenness=0.0004, in=2/out=6",1,False,2,6,192930.0,1668800.0,8.649769346395066,False,0.0006256438748763372,0.00035349398287456394,1
100000002988894100,peripheral,0.15,2,0.1256,нет выраженных признаков роли,1,False,1,3,306121.0,77500.0,0.25316786499456095,False,0.00034686587155699375,7.133286649935147e-05,1
100000008749406100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 17,144 KZT (ниже порога terminal)",1,False,1,0,17144.0,0.0,0.0,False,0.00028916761900137604,0.0,1
100000005584222100,peripheral,0.15,1,0.1376,нет выраженных признаков роли,1,False,2,2,192717.0,108587.0,0.5634531463233653,False,0.0008759174247919286,3.863863602048205e-05,1
100000003239859100,peripheral,0.25,10,0.1302,"слабый сток in_deg=1, 18,600 KZT (ниже порога terminal)",1,False,1,0,18600.0,0.0,0.0,False,0.00028865605821785305,0.0,1
100000003980083100,peripheral,0.25,63,0.1358,"слабый сток in_deg=1, 30,000 KZT (ниже порога terminal)",1,False,1,0,30000.0,0.0,0.0,False,0.0005285862410602093,0.0,1
100000004351795100,distributor,0.556,1,0.5275,"веер на 14 получателей (1,715,161 KZT), in_deg=3",1,False,3,14,118333.0,1715161.0,14.494359139039828,False,0.000313515605745216,0.0014129851972413203,2
100000002666248100,peripheral,0.25,2,0.1306,"слабый сток in_deg=1, 70,032 KZT (ниже порога terminal)",1,False,1,0,70032.0,0.0,0.0,False,0.00029959225214652225,0.0,1
100000005877725100,peripheral,0.25,0,0.1307,"слабый сток in_deg=1, 70,000 KZT (ниже порога terminal)",1,False,1,0,70000.0,0.0,0.0,False,0.00030026147427363275,0.0,1
100000001697501100,distributor,0.652,0,0.533,"веер на 38 получателей (1,482,606 KZT), in_deg=3",1,False,3,38,123700.0,1482606.0,11.98549717057397,False,0.000591604549253488,0.00020547828488840964,1
100000006972210100,coordinator,0.79,7,0.6317,"связей с seed=3, betweenness=0.0000, in=3/out=0",1,False,3,0,488775.0,0.0,0.0,False,0.00034629600035376276,0.0,3
100000008749618100,peripheral,0.25,0,0.1304,"слабый сток in_deg=1, 47,280 KZT (ниже порога terminal)",1,False,1,0,47280.0,0.0,0.0,False,0.0002954928124039174,0.0,1
100000008671026100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 23,534 KZT (ниже порога terminal)",1,False,1,0,23534.0,0.0,0.0,False,0.00029050880515223344,0.0,1
100000001696818100,peripheral,0.25,2,0.1305,"слабый сток in_deg=1, 53,550 KZT (ниже порога terminal)",1,False,1,0,53550.0,0.0,0.0,False,0.0002988369268863421,0.0,1
100000008679986100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 19,000 KZT (ниже порога terminal)",1,False,1,0,19000.0,0.0,0.0,False,0.0002895571716611556,0.0,1
100000003616818100,peripheral,0.15,24,0.1309,нет выраженных признаков роли,1,False,3,3,78000.0,240100.0,3.0782051282051284,False,0.0005130034108689034,7.925874055483496e-07,1
100000004156082100,distributor,0.604,3,0.5307,"веер на 26 получателей (2,319,556 KZT), in_deg=5",1,False,5,26,377366.11,2319556.0,6.146699288921308,False,0.0008669668928480447,0.0032563453556953945,1
100000008667058100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 17,534 KZT (ниже порога terminal)",1,False,1,0,17534.0,0.0,0.0,False,0.0002892494754331185,0.0,1
100000008628231100,peripheral,0.15,58,0.1248,нет выраженных признаков роли,1,False,1,2,50000.0,627870.0,12.5574,False,0.0002955811159053989,4.755524433290098e-05,1
100000008749063100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 19,000 KZT (ниже порога terminal)",1,False,1,0,19000.0,0.0,0.0,False,0.0002895571716611556,0.0,1
100000004494983100,peripheral,0.25,0,0.1303,"слабый сток in_deg=1, 35,000 KZT (ниже порога terminal)",1,False,1,0,35000.0,0.0,0.0,False,0.00029291538424546215,0.0,1
100000007648946100,peripheral,0.15,13,0.1211,нет выраженных признаков роли,1,False,1,1,19550.0,25000.0,1.278772378516624,False,0.00028923789909046513,0.0,1
100000003037660100,peripheral,0.25,2,0.1305,"слабый сток in_deg=1, 53,000 KZT (ниже порога terminal)",1,False,1,0,53000.0,0.0,0.0,False,0.00029618182520668534,0.0,1
100000002679516100,terminal,0.4702,10,0.2901,"деньги приходят (in_deg=3, 102,335 KZT) и не уходят; depth=1≠4",1,False,3,0,102335.0,0.0,0.0,False,0.0003268254970708503,0.0,1
100000005588444100,peripheral,0.25,5,0.1301,"слабый сток in_deg=1, 12,300 KZT (ниже порога terminal)",1,False,1,0,12300.0,0.0,0.0,False,0.0002862746037539263,0.0,1
100000001307612100,peripheral,0.25,0,0.1304,"слабый сток in_deg=1, 38,483 KZT (ниже порога terminal)",1,False,1,0,38483.0,0.0,0.0,False,0.0002936464251474084,0.0,1
100000003001564100,peripheral,0.15,3,0.1218,нет выраженных признаков роли,1,False,1,1,23520.0,180000.0,7.653061224489796,False,0.0002880981188362384,1.922024458454748e-05,1
100000002762076100,peripheral,0.15,5,0.1527,нет выраженных признаков роли,1,False,2,1,140350.0,30000.0,0.21375133594584966,False,0.000299145669711646,3.962937027741748e-07,2
100000005514161100,peripheral,0.15,5,0.1374,нет выраженных признаков роли,1,False,4,1,401500.0,50000.0,0.12453300124533001,False,0.0008061423847001069,4.042195768296583e-05,1
100000008746673100,peripheral,0.25,0,0.1305,"слабый сток in_deg=1, 53,048 KZT (ниже порога terminal)",1,False,1,0,53048.0,0.0,0.0,False,0.00029670344804055994,0.0,1
100000003265158100,coordinator,0.96,10,0.6205,"связей с seed=2, betweenness=0.0002, in=3/out=2",1,False,3,2,146100.4,154200.0,1.055438588806054,False,0.0003846709844220273,0.00017654884458589488,2
100000001567366100,terminal,0.5024,3,0.2958,"деньги приходят (in_deg=1, 824,070 KZT) и не уходят; depth=1≠4",1,False,1,0,824070.0,0.0,0.0,False,0.0003741716965870004,0.0,1
100000008777088100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 18,000 KZT (ниже порога terminal)",1,False,1,0,18000.0,0.0,0.0,False,0.0002893472833746364,0.0,1
100000002589019100,peripheral,0.25,10,0.1303,"слабый сток in_deg=1, 34,710 KZT (ниже порога terminal)",1,False,1,0,34710.0,0.0,0.0,False,0.00029132959413446846,0.0,1
100000008666075100,peripheral,0.25,0,0.1303,"слабый сток in_deg=1, 26,217 KZT (ниже порога terminal)",1,False,1,0,26217.0,0.0,0.0,False,0.00029107193542496433,0.0,1
100000008137435100,peripheral,0.15,23,0.1329,нет выраженных признаков роли,1,False,2,6,93906.0,1419700.0,15.118309799160864,False,0.00031427797773226105,0.00010026230680186623,1
100000004403675100,coordinator,1.0,14,0.6668,"связей с seed=3, betweenness=0.0026, in=4/out=5",1,False,4,5,182980.0,264699.0,1.4466007213903158,False,0.0007400733271266663,0.002631984626974682,3
100000004677680100,peripheral,0.15,8,0.1415,нет выраженных признаков роли,1,False,2,1,63000.0,168000.0,2.6666666666666665,False,0.0010928341745650803,4.1214545088514184e-05,1
100000005958064100,peripheral,0.15,14,0.1224,нет выраженных признаков роли,1,False,1,2,5746.0,163986.84,28.539303863557258,False,0.0002861870929528557,3.844048916909496e-05,1
100000002881669100,peripheral,0.25,10,0.1302,"слабый сток in_deg=1, 18,600 KZT (ниже порога terminal)",1,False,1,0,18600.0,0.0,0.0,False,0.00028865605821785305,0.0,1
100000002938501100,peripheral,0.15,3,0.1209,нет выраженных признаков роли,1,False,1,1,8395.0,5000.0,0.5955926146515783,False,0.0002864719082766478,0.00020052461360373246,1
100000006734554100,peripheral,0.15,29,0.1217,нет выраженных признаков роли,1,False,1,1,16500.0,25000.0,1.5151515151515151,False,0.00031194169852438746,5.944405541612623e-07,1
100000008003034100,coordinator,0.88,13,0.5795,"связей с seed=1, betweenness=0.0027, in=1/out=4",1,False,1,4,12201.0,135000.0,11.064666830587656,False,0.0002868811219883702,0.0026714158504007124,1
100000003970394100,peripheral,0.25,10,0.1307,"слабый сток in_deg=1, 85,000 KZT (ниже порога terminal)",1,False,1,0,85000.0,0.0,0.0,False,0.0002996754737897501,0.0,1
100000003205210100,terminal,0.4338,2,0.2846,"деньги приходят (in_deg=1, 137,563 KZT) и не уходят; depth=1≠4",1,False,1,0,137563.0,0.0,0.0,False,0.00031311441875491374,0.0,1
100000004559194100,terminal,0.4482,3,0.2867,"деньги приходят (in_deg=1, 282,145 KZT) и не уходят; depth=1≠4",1,False,1,0,282145.0,0.0,0.0,False,0.000315904975429569,0.0,1
100000008173359100,peripheral,0.25,3,0.1301,"слабый сток in_deg=1, 6,110 KZT (ниже порога terminal)",1,False,1,0,6110.0,0.0,0.0,False,0.00028622622952433936,0.0,1
100000007953156100,peripheral,0.15,14,0.0955,нет выраженных признаков роли,2,False,1,1,18000.0,10000.0,0.5555555555555556,False,0.0004778416683076013,1.981468513870874e-05,0
100000002224132100,consolidator,0.65,25,0.7071,"получает от 5 плательщиков (3,951,020 KZT), отдаёт 4 (12,115,000 KZT)",2,False,5,4,3951020.0,12115000.0,3.0662968043695047,False,0.005995733195474419,6.142552392999709e-06,0
100000008547844100,distributor,0.576,12,0.476,"веер на 19 получателей (2,042,199 KZT), in_deg=3",2,False,3,19,177600.0,2042199.0,11.498868243243244,False,0.00034433805217794417,0.0021772376030413164,0
100000002635780100,terminal,0.4363,5,0.2606,"деньги приходят (in_deg=1, 163,000 KZT) и не уходят; depth=2≠4",2,False,1,0,163000.02,0.0,0.0,False,0.0005553850086577923,0.0,0
100000001279875100,peripheral,0.25,11,0.1006,"слабый сток in_deg=1, 49,235 KZT (ниже порога terminal)",2,False,1,0,49235.0,0.0,0.0,False,0.00030327274282640737,0.0,0
100000001961048100,terminal,0.435,28,0.2546,"деньги приходят (in_deg=1, 150,000 KZT) и не уходят; depth=2≠4",2,False,1,0,150000.0,0.0,0.0,False,0.0003043093392848261,0.0,0
100000000993112100,terminal,0.4341,22,0.2576,"деньги приходят (in_deg=1, 141,000 KZT) и не уходят; depth=2≠4",2,False,1,0,141000.0,0.0,0.0,False,0.0004411148276499571,0.0,0
100000005547096100,peripheral,0.15,42,0.1068,нет выраженных признаков роли,2,False,1,2,8000.0,226300.0,28.2875,False,0.0008920567423173914,3.962937027741748e-07,0
100000000331309100,distributor,0.896,4,0.6807,"веер на 99 получателей (23,001,375 KZT), in_deg=5",2,False,5,99,984635.0,23001375.0,23.360306103276848,False,0.0008756899038073772,0.003151129377608851,0
100000006684930100,peripheral,0.25,13,0.1004,"слабый сток in_deg=1, 10,000 KZT (ниже порога terminal)",2,False,1,0,10000.0,0.0,0.0,False,0.0002987343713958292,0.0,0
100000004479404100,peripheral,0.15,44,0.1128,нет выраженных признаков роли,2,False,2,1,1492000.0,300000.0,0.20107238605898123,False,0.0008667096306509942,9.610122292273739e-05,0
100000004134060100,peripheral,0.25,16,0.1014,"слабый сток in_deg=1, 88,179 KZT (ниже порога terminal)",2,False,1,0,88179.0,0.0,0.0,False,0.0003280105841798646,0.0,0
100000001083990100,peripheral,0.25,10,0.1053,"слабый сток in_deg=1, 49,900 KZT (ниже порога terminal)",2,False,1,0,49900.0,0.0,0.0,False,0.0005021137973799189,0.0,0
100000004573782100,peripheral,0.25,5,0.1006,"слабый сток in_deg=1, 15,000 KZT (ниже порога terminal)",2,False,1,0,15000.0,0.0,0.0,False,0.00030989701692863043,0.0,0
