gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,retention,ext_inflow,seed_payers,seed_reach2,pagerank,betweenness,component_id,component_size,fast_share,sync_in_max,truncated_by_depth
100000001222263100,peripheral,0.5,5,0.3,"Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 745,6 тыс. KZT.",3,False,1,1,745570.0,420000.0,1,5,0.5633273870998028,0.4366726129001972,0.0,0,0,0.00030973260213170513,1.922024458454748e-05,0,1877,0.7142857142857143,1,False
100000001223977100,peripheral,0.5,51,0.3,Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 5 тыс. KZT.,3,False,1,1,5000.0,18000.0,1,1,3.6,-2.6,13000.0,0,0,0.00030554127989763816,2.4173915869224665e-05,0,1877,0.0,1,False
100000001227106100,terminal,0.7,5,0.31579552194543303,"Признаки удержания: осталось 100% входящего потока (164,8 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,0,164765.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00029090919178360717,0.0,0,1877,,1,False
100000001229743100,peripheral,0.5,0,0.2476791518386714,Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 7 тыс. KZT.,3,False,1,1,7000.0,9000.0,1,1,1.2857142857142858,-0.2857142857142858,2000.0,0,0,0.0002884350404884854,1.922024458454748e-05,0,1877,0.0,1,False
100000001232297100,peripheral,0.5,13,0.3,Явное правило роли не сработало: 1 плательщиков и 2 получателей; входящий поток 5 тыс. KZT.,2,False,1,2,5000.0,45000.0,1,2,9.0,-8.0,40000.0,0,1,0.0002921518328065597,0.0,0,1877,0.0,1,False
100000001236706100,peripheral,0.5,13,0.3,"Явное правило роли не сработало: 3 плательщиков и 2 получателей; входящий поток 142,7 тыс. KZT.",3,False,3,2,142700.0,36000.0,3,2,0.25227750525578135,0.7477224947442187,0.0,0,0,0.0007662915221773794,3.923307657464331e-05,0,1877,0.0,2,False
100000001241318100,terminal,0.9,0,0.36460928232502965,Признаки удержания: осталось 100% входящего потока (53 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,53000.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0005308383624756592,0.0,0,1877,,1,False
100000001246806100,boundary,0.5,2,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,130000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0005329767614424808,0.0,0,1877,,1,True
100000001248999100,terminal,0.7,16,0.22317986358244363,"Признаки удержания: осталось 100% входящего потока (23,4 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,0,23425.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002892563668937372,0.0,0,1877,,1,False
100000001249054100,boundary,0.5,7,0.2194432087781732,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,17375.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00029207326082160943,0.0,0,1877,,1,True
100000001250022100,terminal,0.9,8,0.31065020759193357,Признаки удержания: осталось 100% входящего потока (50 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,50000.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0002950458326603053,0.0,0,1877,,1,False
100000001251686100,terminal,0.9,3,0.264386862396204,Признаки удержания: осталось 100% входящего потока (18 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,18000.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0002965688423999929,0.0,0,1877,,1,False
100000001252290100,terminal,0.6752,5,0.35196100237247924,Признаки удержания: осталось 96% входящего потока (141 тыс. KZT от 1 плательщиков); колено 3.,3,False,1,1,141005.0,5000.0,1,1,0.03545973547037339,0.9645402645296266,0.0,0,0,0.000290139149807607,1.922024458454748e-05,0,1877,0.0,1,False
100000001253557100,consolidator,0.7,2,0.5771129893238434,"Признаки сбора: 5 плательщиков, из них seed: 1; входящий поток 210,2 тыс. KZT.",1,False,5,0,210200.0,0.0,5,0,0.0,1.0,0.0,1,2,0.00035106592298765355,0.0,0,1877,,1,False
100000001256409100,boundary,0.5,20,0.25609801304863583,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,8000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0005471647850140195,0.0,0,1877,,1,True
100000001262647100,terminal,0.9,15,0.28542778766310795,"Признаки удержания: осталось 100% входящего потока (23,6 тыс. KZT от 1 плательщиков); колено 2.",2,False,1,0,23650.0,0.0,1,0,0.0,1.0,0.0,0,1,0.00030339197249201576,0.0,0,1877,,1,False
100000001270349100,terminal,0.7,8,0.36704107354685644,Признаки удержания: осталось 100% входящего потока (200 тыс. KZT от 1 плательщиков); колено 3.,3,False,1,0,200000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0003553003383239651,0.0,0,1877,,1,False
100000001270470100,boundary,0.5,0,0.29275281731909847,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,28300.0,0.0,2,0,0.0,1.0,0.0,0,0,0.000429741305607408,0.0,0,1877,,1,True
100000001273783100,terminal,0.9,11,0.27528543890865953,"Признаки удержания: осталось 100% входящего потока (23,2 тыс. KZT от 1 плательщиков); колено 2.",2,False,1,0,23200.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0002966231104571262,0.0,0,1877,,1,False
100000001275557100,boundary,0.5,23,0.26459445432977463,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,20000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0003475117995580225,0.0,0,1877,,1,True
100000001275752100,terminal,0.7,2,0.3192652728351127,"Признаки удержания: осталось 100% входящего потока (151,5 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,0,151500.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00029337452908966797,0.0,0,1877,,1,False
100000001276409100,boundary,0.5,7,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,94760.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00032104071150795133,0.0,0,1877,,1,True
100000001279272100,peripheral,0.5,0,0.3,Явное правило роли не сработало: 1 плательщиков и 2 получателей; входящий поток 250 тыс. KZT.,3,False,1,2,250000.0,136758.0,1,2,0.547032,0.45296800000000004,0.0,0,0,0.0003077398575230603,0.00029919545413681874,0,1877,0.9505842437005514,1,False
100000001279875100,terminal,0.9,9,0.3208815243179122,"Признаки удержания: осталось 100% входящего потока (49,2 тыс. KZT от 1 плательщиков); колено 2.",2,False,1,0,49235.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0003032727428264067,0.0,0,1877,,1,False
100000001280798100,terminal,0.7,7,0.2395499703440095,"Признаки удержания: осталось 100% входящего потока (23,8 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,0,23785.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002944311629865574,0.0,0,1877,,1,False
100000001282143100,consolidator,0.6667,9,0.6334297153024911,"Признаки сбора: 5 плательщиков, из них seed: 0; входящий поток 1,7 млн KZT.",3,False,5,0,1700000.0,0.0,6,0,0.0,1.0,0.0,0,0,0.00040176306143270535,0.0,0,1877,,4,False
100000001285440100,terminal,0.7,21,0.5028432680901542,Признаки удержания: осталось 100% входящего потока (243 тыс. KZT от 2 плательщиков); колено 3.,3,False,2,0,243000.0,0.0,2,0,0.0,1.0,0.0,0,0,0.0003203647790984497,0.0,0,1877,,2,False
100000001286703100,boundary,0.5,39,0.2106353795966785,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,20500.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002872398381747619,0.0,0,1877,,1,True
100000001287955100,peripheral,0.5,9,0.3,"Явное правило роли не сработало: 1 плательщиков и 4 получателей; входящий поток 17,5 тыс. KZT.",2,False,1,4,17520.0,310000.0,1,5,17.69406392694064,-16.69406392694064,292480.0,0,1,0.0002939168313087527,0.0006803041897623334,0,1877,0.7409677419354839,1,False
100000001290243100,terminal,0.9,4,0.26460928232502967,Признаки удержания: осталось 100% входящего потока (10 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,10000.0,0.0,1,0,0.0,1.0,0.0,0,1,0.00031994897355357534,0.0,0,1877,,1,False
100000001297206100,boundary,0.5,0,0.2053862692763938,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,6758.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00029851097242758,0.0,0,1877,,1,True
100000001298099100,terminal,0.7,7,0.22446989916963225,Признаки удержания: осталось 100% входящего потока (19 тыс. KZT от 1 плательщиков); колено 3.,3,False,1,0,19000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002926483569297594,0.0,0,1877,,1,False
100000001299323100,boundary,0.5,2,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,109000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002999090853734995,0.0,0,1877,,1,True
100000001299443100,boundary,0.5,18,0.18852683867141162,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,8000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00028985049114896067,0.0,0,1877,,1,True
100000001299828100,boundary,0.5,0,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,100000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0005472629597932584,0.0,0,1877,,1,True
100000001303311100,consolidator,0.6667,21,0.6368994661921709,"Признаки сбора: 5 плательщиков, из них seed: 0; входящий поток 1,3 млн KZT.",3,False,5,0,1324000.0,0.0,5,0,0.0,1.0,0.0,0,0,0.0005016994290161644,0.0,0,1877,,4,False
100000001307612100,terminal,0.9,1,0.29450252075919336,"Признаки удержания: осталось 100% входящего потока (38,5 тыс. KZT от 1 плательщиков); колено 1.",1,False,1,0,38483.0,0.0,1,0,0.0,1.0,0.0,1,1,0.00029364642514740773,0.0,3,270,,1,False
100000001308856100,terminal,0.9,1,0.28146871293001186,Признаки удержания: осталось 100% входящего потока (27 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,27000.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0002947395016034872,0.0,3,270,,1,False
100000001311175100,boundary,0.5,9,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,300000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0005315144876960898,0.0,0,1877,,1,True
100000001317336100,peripheral,0.5,31,0.3,"Явное правило роли не сработало: 1 плательщиков и 2 получателей; входящий поток 131,2 тыс. KZT.",3,False,1,2,131196.0,1752000.0,1,3,13.354065672733924,-12.354065672733924,1620804.0,0,0,0.0003438491368028857,4.0025663980191654e-05,0,1877,0.0,1,False
100000001325618100,boundary,0.5,18,0.19284178529062873,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,9300.0,0.0,1,0,0.0,1.0,0.0,0,0,0.000290546185650357,0.0,0,1877,,1,True
100000001329153100,terminal,0.7,0,0.32046634045077105,"Признаки удержания: осталось 100% входящего потока (150,7 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,0,150687.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00029405598109260987,0.0,0,1877,,1,False
100000001330595100,peripheral,0.5,25,0.3,Явное правило роли не сработало: 3 плательщиков и 1 получателей; входящий поток 87 тыс. KZT.,2,False,3,1,87000.0,154000.0,6,1,1.7701149425287357,-0.7701149425287357,67000.0,0,1,0.0006755694259219613,1.1888811083225246e-06,6,17,0.0,2,False
100000001330685100,consolidator,0.6,5,0.6693171708185053,"Признаки сбора: 3 плательщиков, из них seed: 1; входящий поток 2,4 млн KZT.",1,False,3,1,2435923.0,100500.0,7,1,0.04125746175063826,0.9587425382493617,0.0,1,1,0.0004382160258847987,1.922024458454748e-05,0,1877,0.0,2,False
100000001339466100,terminal,0.9,3,0.2992623072360617,Признаки удержания: осталось 100% входящего потока (30 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,30000.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0003039018745217943,0.0,0,1877,,1,False
100000001346560100,peripheral,0.5,3,0.3,Явное правило роли не сработало: 2 плательщиков и 1 получателей; входящий поток 10 тыс. KZT.,2,False,2,1,10000.0,22200.0,2,1,2.22,-1.2200000000000002,12200.0,0,2,0.0005866163489075494,2.5759090680321364e-05,0,1877,1.0,1,False
100000001362940100,terminal,0.9,3,0.37320951957295373,Признаки удержания: осталось 100% входящего потока (81 тыс. KZT от 1 плательщиков); колено 1.,1,False,1,0,81000.0,0.0,1,0,0.0,1.0,0.0,1,2,0.00030178844535202483,0.0,0,1877,,1,False
100000001363952100,peripheral,0.5,6,0.3,"Явное правило роли не сработало: 2 плательщиков и 1 получателей; входящий поток 196,7 тыс. KZT.",1,False,2,1,196655.0,91000.0,2,2,0.4627393150441128,0.5372606849558872,0.0,1,1,0.00030709529312419024,1.922024458454748e-05,0,1877,0.10989010989010989,1,False
100000001373265100,terminal,0.6754,6,0.3860357354685646,"Признаки удержания: осталось 96% входящего потока (142,5 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,1,142482.0,5000.0,1,1,0.0350921519911287,0.9649078480088713,0.0,0,0,0.0003145585391783481,1.922024458454748e-05,0,1877,0.0,1,False
100000001378288100,boundary,0.5,6,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,268000.0,0.0,3,0,0.0,1.0,0.0,0,0,0.0005234508868762802,0.0,0,1877,,1,True
100000001379511100,terminal,0.7,2,0.2986247034400949,Признаки удержания: осталось 100% входящего потока (55 тыс. KZT от 1 плательщиков); колено 3.,3,False,1,0,55000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0003072907911907118,0.0,0,1877,,1,False
100000001380054100,peripheral,0.5,29,0.3,Явное правило роли не сработало: 2 плательщиков и 3 получателей; входящий поток 127 тыс. KZT.,1,False,2,3,127050.0,360000.0,2,4,2.833530106257379,-1.833530106257379,232950.0,1,1,0.0007164305424822365,2.774055919419224e-06,5,13,0.5555555555555556,1,False
100000001380107100,terminal,0.7,55,0.1884823546856465,Признаки удержания: осталось 100% входящего потока (6 тыс. KZT от 1 плательщиков); колено 3.,3,False,1,0,6000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00029094848350339587,0.0,0,1877,,1,False
100000001380986100,terminal,0.9,2,0.3192356168446026,"Признаки удержания: осталось 100% входящего потока (70,2 тыс. KZT от 1 плательщиков); колено 2.",2,False,1,0,70170.0,0.0,1,0,0.0,1.0,0.0,0,1,0.000292172266547817,0.0,0,1877,,1,False
100000001382002100,transit,0.9318,0,0.4058485172004745,"Признаки транзита: получено 55 тыс., отправлено 56,5 тыс. KZT; передано дальше 103% входящего потока. 0% исходящих сумм попали в окно 2 дней после входящего.",2,False,1,1,55000.0,56500.0,2,3,1.0272727272727273,-0.027272727272727337,1500.0,0,1,0.0006633074267595731,0.0,0,1877,0.0,1,False
100000001384826100,terminal,0.6808,5,0.4026282621589561,"Признаки удержания: осталось 97% входящего потока (364,3 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,1,364260.0,10000.0,1,1,0.027452918245209467,0.9725470817547905,0.0,0,0,0.0002973746599655164,1.922024458454748e-05,0,1877,0.0,1,False
100000001386612100,terminal,0.9,19,0.397942615658363,"Признаки удержания: осталось 100% входящего потока (62,3 тыс. KZT от 1 плательщиков); колено 2.",2,False,1,0,62264.0,0.0,1,0,0.0,1.0,0.0,0,2,0.0004337700956812129,0.0,0,1877,,1,False
100000001389255100,terminal,0.9,1,0.2396982502965599,"Признаки удержания: осталось 100% входящего потока (16,1 тыс. KZT от 1 плательщиков); колено 1.",1,False,1,0,16136.0,0.0,1,0,0.0,1.0,0.0,1,1,0.00028895605160856404,0.0,3,270,,1,False
100000001411870100,terminal,0.9,8,0.5926267793594306,Признаки удержания: осталось 100% входящего потока (900 тыс. KZT от 2 плательщиков); колено 1.,1,False,2,0,900000.0,0.0,4,0,0.0,1.0,0.0,1,2,0.0004780448174649528,0.0,0,1877,,1,False
100000001415126100,terminal,0.9,19,0.23188908659549232,Признаки удержания: осталось 100% входящего потока (27 тыс. KZT от 1 плательщиков); колено 0. Входящие извне выборки не наблюдаются.,0,True,1,0,27000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0004096189054308049,0.0,0,1877,,1,False
100000001418900100,terminal,0.9,1,0.30606835705812574,"Признаки удержания: осталось 100% входящего потока (40,1 тыс. KZT от 1 плательщиков); колено 2.",2,False,1,0,40140.0,0.0,2,0,0.0,1.0,0.0,0,1,0.00029920233586476936,0.0,3,270,,1,False
100000001420847100,terminal,0.9,17,0.27724273428232504,Признаки удержания: осталось 100% входящего потока (20 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,20000.0,0.0,2,0,0.0,1.0,0.0,0,1,0.00030282570687728154,0.0,0,1877,,1,False
100000001427082100,peripheral,0.5,22,0.3,Явное правило роли не сработало: 1 плательщиков и 5 получателей; входящий поток 5 тыс. KZT.,3,False,1,5,5000.0,124900.0,1,6,24.98,-23.98,119900.0,0,0,0.0004392450523980504,7.846615314928662e-05,0,1877,0.0,1,False
100000001429930100,terminal,0.9,13,0.2227431791221827,Признаки удержания: осталось 100% входящего потока (26 тыс. KZT от 1 плательщиков); колено 0. Входящие извне выборки не наблюдаются.,0,True,1,0,26000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00035079789147407785,0.0,0,1877,,1,False
100000001439416100,peripheral,0.5,0,0.3,Явное правило роли не сработало: 1 плательщиков и 2 получателей; входящий поток 10 тыс. KZT.,3,False,1,2,10000.0,165000.0,1,3,16.5,-15.5,155000.0,0,0,0.00034089967599193374,1.981468513870874e-05,0,1877,0.0,1,False
100000001445848100,peripheral,0.5,35,0.3,Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 546 тыс. KZT.,3,False,1,1,546000.0,351850.0,13,14,0.6444139194139195,0.35558608058608054,0.0,0,0,0.0007020167320692293,0.0,0,1877,0.6863720335370186,1,False
100000001463701100,terminal,0.9,11,0.6305419632265717,Признаки удержания: осталось 100% входящего потока (621 тыс. KZT от 2 плательщиков); колено 1.,1,False,2,0,621000.0,0.0,2,0,0.0,1.0,0.0,1,2,0.0005722109368497138,0.0,0,1877,,2,False
100000001471706100,boundary,0.5,19,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,377000.0,0.0,8,0,0.0,1.0,0.0,0,0,0.0005401265380892355,0.0,0,1877,,1,True
100000001477796100,terminal,0.9,3,0.3904989620403322,Признаки удержания: осталось 100% входящего потока (182 тыс. KZT от 1 плательщиков); колено 1.,1,False,1,0,182000.0,0.0,1,0,0.0,1.0,0.0,1,1,0.0003306619019813842,0.0,0,1877,,1,False
100000001484381100,terminal,0.7,7,0.43481242586002367,"Признаки удержания: осталось 100% входящего потока (95,6 тыс. KZT от 2 плательщиков); колено 3.",3,False,2,0,95585.0,0.0,4,0,0.0,1.0,0.0,0,0,0.0003213079861341874,0.0,0,1877,,1,False
100000001490461100,peripheral,0.5,7,0.3,Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 20 тыс. KZT.,2,False,1,1,20000.0,5000.0,1,1,0.25,0.75,0.0,0,1,0.00032099043429899374,2.19943005039667e-05,0,1877,0.0,1,False
100000001498732100,boundary,0.5,2,0.1821211447212337,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,5500.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002894096098235812,0.0,0,1877,,1,True
100000001524952100,terminal,0.9,0,0.3562018090154211,"Признаки удержания: осталось 100% входящего потока (103,8 тыс. KZT от 1 плательщиков); колено 1.",1,False,1,0,103807.0,0.0,1,0,0.0,1.0,0.0,1,1,0.00030504892931036134,0.0,0,1877,,1,False
100000001526235100,peripheral,0.5,26,0.3,Явное правило роли не сработало: 3 плательщиков и 8 получателей; входящий поток 82 тыс. KZT.,2,False,3,8,82000.0,432750.0,4,9,5.277439024390244,-4.277439024390244,350750.0,0,1,0.000877856226737769,0.0002566001725462782,0,1877,0.1346042749855575,1,False
100000001527186100,terminal,0.9,3,0.47908140569395014,Признаки удержания: осталось 100% входящего потока (678 тыс. KZT от 1 плательщиков); колено 1.,1,False,1,0,678000.0,0.0,2,0,0.0,1.0,0.0,1,2,0.0004213295963080267,0.0,0,1877,,1,False
100000001530709100,terminal,0.7,0,0.26299303084223014,Признаки удержания: осталось 100% входящего потока (54 тыс. KZT от 1 плательщиков); колено 3.,3,False,1,0,53961.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00028860837595943913,0.0,0,1877,,1,False
100000001530740100,terminal,0.9,4,0.3019758303677343,Признаки удержания: осталось 100% входящего потока (15 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,15000.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0005298197024409163,0.0,0,1877,,1,False
100000001530983100,distributor,0.5917,4,0.8495106761565836,"Признаки распределения: 11 получателей; исходящий поток 1,8 млн KZT.",1,False,4,11,564158.0,1829538.0,4,17,3.24295321523403,-2.24295321523403,1265380.0,2,2,0.00035609030999176293,0.0003320721066079377,0,1877,0.15648212827500713,1,False
100000001533161100,boundary,0.5,45,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,100000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0003244427669685303,0.0,0,1877,,1,True
100000001534244100,terminal,0.6139,2,0.5750185349940687,Признаки удержания: осталось 88% входящего потока (366 тыс. KZT от 2 плательщиков); колено 3.,3,False,2,1,366000.0,45000.0,2,1,0.12295081967213115,0.8770491803278688,0.0,0,0,0.00034150708804052437,2.159800680119253e-05,0,1877,0.0,2,False
100000001537524100,boundary,0.5,9,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,150000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002986714418382267,0.0,0,1877,,1,True
100000001538095100,terminal,0.7,9,0.51027209371293,Признаки удержания: осталось 100% входящего потока (280 тыс. KZT от 2 плательщиков); колено 3.,3,False,2,0,280000.0,0.0,2,0,0.0,1.0,0.0,0,0,0.00033013522666239774,0.0,0,1877,,2,False
100000001541418100,terminal,0.9,2,0.4559126631079478,"Признаки удержания: осталось 100% входящего потока (96,9 тыс. KZT от 2 плательщиков); колено 2.",2,False,2,0,96900.0,0.0,2,0,0.0,1.0,0.0,0,1,0.0003035306386081874,0.0,0,1877,,1,False
100000001549194100,terminal,0.7,14,0.27762826215895614,"Признаки удержания: осталось 100% входящего потока (46,5 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,0,46500.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002987125955300956,0.0,0,1877,,1,False
100000001550388100,terminal,0.9,0,0.3105834816132859,Признаки удержания: осталось 100% входящего потока (50 тыс. KZT от 1 плательщиков); колено 1.,1,False,1,0,50000.0,0.0,1,0,0.0,1.0,0.0,1,1,0.0002949519153763026,0.0,0,1877,,1,False
100000001550419100,terminal,0.7,14,0.2316318208778173,Признаки удержания: осталось 100% входящего потока (23 тыс. KZT от 1 плательщиков); колено 3.,3,False,1,0,23000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002920702819634094,0.0,0,1877,,1,False
100000001554432100,terminal,0.9,3,0.3513678825622775,"Признаки удержания: осталось 100% входящего потока (53,9 тыс. KZT от 1 плательщиков); колено 1.",1,False,1,0,53920.0,0.0,1,0,0.0,1.0,0.0,1,2,0.00029636604272574585,0.0,0,1877,,1,False
100000001557930100,terminal,0.9,8,0.2863619513641755,"Признаки удержания: осталось 100% входящего потока (34,6 тыс. KZT от 1 плательщиков); колено 2.",2,False,1,0,34610.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0002921289541275454,0.0,0,1877,,1,False
100000001567366100,terminal,0.9,4,0.44401319691577695,"Признаки удержания: осталось 100% входящего потока (824,1 тыс. KZT от 1 плательщиков); колено 1.",1,False,1,0,824070.0,0.0,4,0,0.0,1.0,0.0,1,1,0.00037417169658699974,0.0,0,1877,,1,False
100000001578517100,terminal,0.9,4,0.3085520462633452,Признаки удержания: осталось 100% входящего потока (30 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,30000.0,0.0,1,0,0.0,1.0,0.0,0,2,0.00029053829816639534,0.0,0,1877,,1,False
100000001584286100,terminal,0.9,9,0.5363841933570581,"Признаки удержания: осталось 100% входящего потока (738,7 тыс. KZT от 2 плательщиков); колено 2.",2,False,2,0,738699.0,0.0,3,0,0.0,1.0,0.0,0,1,0.00032848499407064284,0.0,0,1877,,1,False
100000001590795100,boundary,0.5,18,0.175448546856465,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,5060.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00028827715127657203,0.0,0,1877,,1,True
100000001597424100,terminal,0.7,14,0.28078662514827996,"Признаки удержания: осталось 100% входящего потока (48,1 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,0,48100.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00029916483815591255,0.0,0,1877,,1,False
100000001597505100,peripheral,0.5,32,0.3,"Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 26,5 тыс. KZT.",2,False,1,1,26460.0,12920.0,1,1,0.48828420256991684,0.5117157974300832,0.0,0,1,0.00031475890283167617,9.788454458522118e-06,0,1877,0.0,1,False
100000001598625100,boundary,0.5,6,0.2864138493475682,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,25000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0004288818435522478,0.0,0,1877,,1,True
100000001600934100,terminal,0.6573,6,0.400448546856465,"Признаки удержания: осталось 94% входящего потока (180,3 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,1,180300.0,11000.0,2,1,0.06100942872989462,0.9389905712701054,0.0,0,0,0.0023668517583921712,0.0,0,1877,0.0,1,False
100000001601320100,transit,0.8448,10,0.5415934638196916,"Признаки транзита: получено 43,5 тыс., отправлено 46,2 тыс. KZT; передано дальше 106% входящего потока. 0% исходящих сумм попали в окно 2 дней после входящего.",2,False,2,1,43500.0,46200.0,2,1,1.0620689655172413,-0.06206896551724128,2700.0,0,1,0.0008117637398617562,9.90734256935437e-07,0,1877,0.0,1,False
100000001609499100,terminal,0.8282,0,0.6035613667175055,"Признаки удержания: осталось 92% входящего потока (263,1 тыс. KZT от 3 плательщиков); колено 1.",1,False,3,2,263113.0,21000.0,3,2,0.07981361620292422,0.9201863837970757,0.0,1,1,0.00032091395654925293,0.0001842231717471561,0,1877,0.47619047619047616,1,False
100000001611488100,terminal,0.7,5,0.5410846678529063,"Признаки удержания: осталось 100% входящего потока (779,3 тыс. KZT от 2 плательщиков); колено 3.",3,False,2,0,779300.0,0.0,3,0,0.0,1.0,0.0,0,0,0.0008775368508533173,0.0,0,1877,,1,False
100000001616816100,consolidator,0.8,8,0.6065742754858567,"Признаки сбора: 5 плательщиков, из них seed: 0; входящий поток 176,2 тыс. KZT. Входящие извне выборки не наблюдаются.",0,True,5,3,176195.0,181326.0,12,10,1.0291211441868384,-0.02912114418683842,5131.0,0,3,0.002434657190684458,0.00010470096527690845,0,1877,0.6939214453525694,1,False
